UID,col_0,col_1,col_2,col_3,col_4,col_5,col_6,y
556,A1,B0,C4,D1,0,E1,F2,144100
557,AO,B0,C85,D1,100,E1,F2,63000
558,A0,B0,C9,D1,0,E1,F2,129300
559,A1,B0,C4,D2,0,E2,F2,75000
560,A0,B 0,C15,D1,100,E1, F2   ,180000
561,A0,B0,C2,D1,0,E1,F2,122000
562,,B0,C2,D1,0,E1,F2,165000
563,A0,B0,C2,D1,100,E1,F2,140000
564,A2, B0   ,C18,D72,0,E67,F0,100000
565,A0, B0   ,C4,D1,100,E1,F2,120250
566,A0,B0,C9,D1,100,E1,F2,216000
567,A1,B0,C2,D2,100,E2,F2,67597
568,,B0,C15,D1,100,E1,F2,149040
569,A0, B0   ,C17,D15,0,E13,F2,60000
570,A0,B0,C11,D1,100,E1,F2,135000
571,A0,B0,C4,D1,100,E1,F2,185000
572,A0,B0,C4,D4,0,E4,F2,70186
573,A1,B0,C2,D6,100,E6,F0,13989
574, A0   ,B0,C2,D1,0,E1,F2,150000
575,A1,B0,C2,D1,0,E1,F2,120000
576,A1,B0,C4,D1,100,E1,F2,110000
577, A1   ,B0,C2,D13,0,E19,F0,83171
578,A0,B0,C9,D1,0,E1,F2,284310
579,A0,B0,C9,D1,0,E1,F2,145000
580,A1,B0,C56,D1,100,E1,F2,150000
581,A0,B0,C2,D0,0,E0,F2,37824
582,A0,B0,C2,D1,0,E1,F2,185900
583,A0,B0,C11,D1,0,E1,F2,226700
584,A1,B0,C11,D1,0,E1,F2,115092
585,A0,B0,C2,D1,100,E1,F2,260000
586,,B0,C7,D1,0,E1,F2,143200
587,A0,B0,C26,D13,100,E19,F0,133766
588,A3,B0,C26,D1,0,E1,F2,260500
589,A0,B0,C2,D2,0,E2,F2,143100
590,A0,B0,C27,D1,100,E1,F2,115000
591,A0,B0,C2,D1,0,E1,F2,175000
592,A1,B0,C4,D4,0,E4,F2,97218
593,A0,B0,C15,D1,0,E1, F2   ,81500
594,A2,B0,C11,D1,100,E1,F0,80000
595,A0,B0,C11,D1,100,E1,F2,130000
596,A0,B0,C2,D1,0,E1,F2,93800
597,A0,B0,C3,D1,100,E1,F2,184000
598,A1,B0,C55,D4,0,E4,F2,51039
599,A0,B0,C11,D1,100,E1,F0,188000
600,A0,B0,C50,D1,0,E1, F2   ,145000
601,A0,B0,C2,D1,100,E1,F2,165000
602,A1,B0,C18,D4,0,E4,F2,195895
603,A0,B0,C11,D1,0,E1,F2,252000
604,A0,B0,C11,D1,0,E1,,172200
605,A0,B0,C4,D1,100,E1,F2,68400
606,A0,,C25,D8,100,E24,F0,75116
607,A0,B0,C2,D1,100,E1,F0,92000
608,A0,B0   ,C4,D1,0,E1,F2,185900
609,A0,B0,C11,D1,100,E1,F0,150000
610,A1,B0,C16,D6,100,E3,F1,69751
611, A0   ,B0,C11,D1,100,E1,F2,250000
612,A1,B0,C11,D1,100,E1,F2,90000
613,A0,B0,C11,D1,100,E1,F2,144000
614,A0,B0,C4,D1,0,E1,F2,240500
615,A0,B0,C4,D1,100,E1,,110000
616,A 0,B0,C2,D1,100,E1,F2,208000
617,A0,B0,C4,D1,100,E1,F2,130000
618,A0,,C2,D1,0,E1,F0,202800
619,A0,B0,C11,D1,100,E1,F2,200000
620,A0,B0,C2,D1,0,E1,F2,185900
621,,B0,C2,D1,100,E1,F2,191475
622,A1,B0,C38,D31,100,E1,F2,38400
623,A0,,C2,D1,100,E1,F2,198200
624,A0,B0,C4,D0,0,E0,F2,36773
625,A0,B0,C11,D1,0,E1,F2,150000
626,A0,B0,C2,D1,100,E1,F2,148000
627, A3   ,B0,C11,D1,0,E1,F2,196200
628,A1,B0,C2,D12,50,E11,F0,40000
629,A0,B0,C9,D1,0,E1,F2,200000
630,A0,B0,C2,D1,0,E1,F2,198200
631,A0,B0,C4,D0,100,E0,F2,55800
632,A0,B0,C11,D1,100,E1,F2,175000
633,A0,B0,C2,D1,100,E1,F2,145000
634,A2,B0,C11,D31,0,E28,F0,12000
635,A0,B0,C2,D1,100,E1,F2,275300
636,,B0,C3,D1,0,E1, F0   ,309400
637,A0,B0,C52,D12,100,E11,F2,75116
638,A0,B 0,C11,D1,100,E1,F2,250000
639,A1,B0,C18,D51,50,E51,F0,69999
640,A0,B0,C11,D1,0,E1,F2,175000
641,A0,B0,C15,D1,100,E1,F2,160000
642,A0,B0,C2,D1,100,E1,F2,84000
643,A1,B0,C11,D4,100,E4,F2,66837
644,A1,B0,C28,D1,100,E1,F2,130000
645,A0,B0,C2,D1,0,E1,F2,140000
646,A0,B0,C2,D1,0,E1,,180000
647,A0,B0,C40,D1,100,E1,F2,160000
648,A1,B0,C11,D1,0,E1,F2,130000
649,A1,B0,C2,D1,50,E1,F0,109000
650,A0,B0,C2,D1,0,E1,F2,175000
651,,B0,C4,D1,0,E1,F2,80000
652,AO,B0,C3,D1,100,E1,F2,205000
653,,B0,C3,D1,0,E1,F0,350000
654,A 1,B0,C11,D4,100,E4,F2,67723
655,A0,B0,C15,D1,100,E1,F2,135000
656,A0,B0,C2,D1,100,E1, F2   ,130000
657,A0,B0,C2,D1,0,E1,F2,250000
658,A0,B0,C11,D1,0,E1,F2,163800
659,A0,B0,C3,D1,0,E1,F0,136000
660,A0,B0,C9,D1,0,E1,F2,172200
661,A1,B0,C4,D2,100,E2,F2,100000
662,,B0,C9,D1,0,E1,F2,172200
663,A0,B0,C6,D1,0,E1,F2,175000
664,A0,B0,C4,D1,100,E1,F2,93800
665,A0,B0,C11,D1,0,E1,F2,250000
666,,B0,C2,D1,0,E1,F2,129300
667,A0,B0,C2,D1,100,E1,F2,136620
668,A2,B0,C2,D3,0,E3,F1,49268
669,A0,B0,C4,D1,0,E1,F2,99000
670, A3   ,B0,C11,D1,0,E1,F2,115500
671,A3,B0,C11,D1,100,E1,F2,310000
672,A1,B0,C4,D1,0,E1,,126500
673,A1,B0,C2,D24,100,E22,F0,30000
674,,B0,C11,D1,0,E1, F2   ,100000
675,A2,B0,C20,D76,100,E61, F0   ,59102
676,A0,B0,C4,D1,0,E1,F2,106000
677,A0,B0,C9,D1,100,E1,F2,186000
678,A 0,B0,C18,D1,0,E1,F2,150000
679,A1,B0,C4,D1,0,E1,F0,113000
680,A0,B0,C2,D1,100,E1,F2,297300
681, A1   ,B0,C2,D1,0,E1,F2,90000
682,A0,B0,C11,D1,0,E1,F2,135000
683,A1,B0,C63,D6,50,E18,F2,17509
684,A0,B0,C7,D1,0,E1,F2,150000
685,A0,B0,C11,D1,0,E1,F2,120000
686,A0,B0,C2,D1,0,E1,F2,105000
687,A0,B0,C4,D1,0,E1,F2,155000
688,A0,B0,C85,D1,0,E1,F2,250000
689,A0,B0,C11,D1,0,E1,F2,113750
690,A1,,C4,D0,100,E0,F2,42026
691,A0,B0,C11,D1,0,E1,F2,153600
692,A0,B0,C18,D1,0,E1,F2,145900
693,A0,B0,C9,D1,0,E1,F2,163800
694,A2   ,B0,C13,D5,100,E5,F 0,100000
695,A0,B0,C11,D1,0,E1,F2,160000
696,A0, B0   ,C11,D1,0,E1,F 2,135000
697,,B0,C18,D12,50,E11,F0,89306
698,A2,B0,C11,D1,100,E1,F0,80000
699,A1,B0,C4,D4,0,E4,F2,60761
700, A0   ,B0   ,C11,D1,0,E1,F2,240000
701,A0,B0,C11,D1,0,E1,F2,161800
702,A1,B0,C2,D1,100,E1,F2,120000
703,A2,B0,C4,D1,0,E1,F2   ,55000
704,A 1,B0,C4,D1,100,E1,F2,60000
705,A1,B0,C11,D40,0,E1,F0,26005
706, A0   ,B0,C11,D1,100,E1,F2,175100
707,A2,B0,C9,D20,50,E17,F2,21844
708,A0,B0,C2,D2,0,E2,F2,258000
709,A1,B0,C11,D1,100,E1,F0,90000
710,A0,B0,C2,D1,100,E1,F2,175000
711,A0,B0,C18,D0,0,E0,F2,169200
712,A0,B0,C11,D1,0,E1,F 2,100000
713, A0   ,B0,C2,D1,100,E1,F2,210000
714,A0,B0,C7,D1,0,E1,F2,152000
715,A0,B0,C11,D8,0,E24,F2,36773
716,A1,B0,C27,D1,0,E1,F2,120000
717,A0,B0,C2,D1,0,E1,F2,115440
718,A0,B0,C2,D1,100,E1,F2,191475
719,A1,B0,C2,D1,0,E1,F2,130000
720,A0,B0,C4,D1,0,E1,F2,110600
721,A0,B0,C4,D1,100,E1,F2,75000
722,A1,B0,C4,D1,0,E1,F2,79000
723,A0,B0,C4,D0,0,E0, F2   ,50432
724,A0,B 0,C9,D1,0,E1,F2,142200
725,A0,B0,C21,D1,100,E1,F0,177000
726,,B0,C7,D1,100,E1,F2,100000
727,A0,B0,C11,D1,0,E1,F2,252000
728,A0,B0,C57,D1,0,E1,F2,180000
729,A0,B0,C11,D1,0,E1,F2,160080
730,A0,B0,C2,D1,100,E1,F2,38000
731,A1,B0,C18,D1,100,E1,,150000
732,A0,B0,C11,D1,100,E1,F2,110500
733,A0,B0,C2,D1,100,E1,F2,168000
734, A0   ,B0,C11,D1,100,E1,F2,90000
735,A0,B0,C27,D1,0,E1,F2,169000
736,A0,B0,C9,D1,0,E1,F2,139500
737,A2,B0,C46,D1,0,E1,F2   ,160000
738,A0,,C15,D1,100,E1,F 2,235000
739,A0,B0,C2,D1,100,E1,F2,175000
740,A0,B0,C11,D1,100,E1,F2,236000
741,A0,B0,C11,D1,0,E1,F2,129300
742,,B0,C11,D1,100,E1,F2,62000
743,A0, B0   ,C3,D1,100,E1,F2   ,230000
744,A2,B0,C11,D1,0,E1,F2,135000
745,A0,B0,C2,D53,50,E52,F0,20171
746,A1,B0,C11,D0,100,E0,F2,66531
747,A0,B0,C2,D1,0,E1,F2,81500
748,A0,B0,C9,D1,100,E1,F2,135000
749,A0   ,B0,C9,D1,100,E1,F2,318300
750,A0,B0,C2,D1,0,E1,F2,129300
751,A0,B0,C15,D1,100,E1,F2,147800
752,A0,B0,C3,D1,100,E1,F2,196000
753,,B0,C11,D1,0,E1,F2,167500
754,A0,B0,C1,D1,100,E1,F2,234100
755,A0,B0,C11,D1,0,E1,F 2,152500
756,A0,B0,C11,D1,0,E1,F2,145000
757,A0,B0,C4,D2,100,E2,F2   ,135000
758,A1,B0,C4,D1,100,E1,F2,150000
759,A1,B0,C4,D1,0,E1,F2,206000
760,A2,B0,C17,D22,50,E20,F2,80000
761,A1,B2,C37,D46,50,E47,F2,45555
762,A0,B0,C11,D1,0,E1,F2   ,252000
763,A0,B0,C11,D1,0,E1,F2,185900
764,A1,B0,C11,D1,0,E1,F2,120000
765,A0,B0,C90,D1,100,E1,F0,185000
766,A0,B0,C4,D1,100,E1,F2   ,121600
767,A1,B0,C4,D1,0,E1,F2,150000
768,A0,B0,C86,D1,50,E1,F0,250000
769,A0   ,B0,C1,D1,100,E1,F2,183000
770,A0,B0,C2,D0,0,E0,F2,38631
771,A1,B0,C4,D21,50,E18,F2,65257
772,A0,B0,C11,D1,100,E1,F2,115000
773,A0,B0,C11,D1,0,E1,F2,133300
774,A0,B0,C11,D1,0,E1,F0,113000
775,A0,B0,C11,D1,100,E1,F2,105000
776,A0,B0,C2,D1,100,E1,F2,106800
777,A1,B0,C18,D3,0,E3, F1   ,126080
778,A0,B0,C11,D1,100,E1,F2,139000
779,A0,B0,C4,D1,100,E1,F2,170550
780,A 1,B0,C2,D1,0,E1,F2,141300
781,A0,BO,C11,D1,100,E1,F2,121500
782,A0,B0,C26,D1,100,E1,F2,297300
783,A1,B0,C9,D4,0,E4,F2,121523
784,A0,B0,C9,D1,0,E1,F2,142200
785,A0,B0,C4,D1,0,E1,F2,169000
786,A0,B0,C11,D1,0,E1,F2,185900
787,A1,B0,C4,D1,100,E1,F2,83500
788,A1,B0,C4,D1,100,E1,F 2,112000
789,A1,B0,C2,D1,0,E1,F2,106250
790,A2,B0,C36,D8,100,E0,F2,31520
791,A1,B0,C4,D1,0,E1,F2,130000
792,A3,B0,C19,D1,0,E1,F2,140000
793,A0,B0,C11,D1,0,E1,F2,200000
794,A0,B0,C2,D0,0,E0,F2,37824
795,A1,B0,C4,D1,0,E1,F2,75000
796,A1,B0,C30,D1,0,E1,F2,130000
797,,B0,C11,D1,0,E1,F2,106800
798,A1,B0,C11,D13,50,E19,F0,75050
799,A0,B0,C11,D1,100,E1,F2,85000
800,,B0,C7,D1,100,E1,F2,152900
801,A0,B0,C3,D1,100,E1,F2,205000
802,A2,B0,C17,D6,50,E6,F0,300000
803,A0,B0,C9,D1,100,E1,F2,160000
804,A3,B0,C2,D1,0,E1,F2,185000
805,A0,B0,C11,D1,100,E1,F2,110000
806,A0,B0,C11,D1,0,E1,F2,185900
807,A0,B0,C11,D1,100,E1,F2,203300
808,A0,B0,C2,D1,100,E1,F2,135000
809,A0,B0,C2,D2,100,E2,F1,87738
810,A0,B0,C18,D1,0,E1,F2,150000
811,A0,B0   ,C4,D1,0,E1,F2,130000
812,A0,B 0,C21,D13,100,E12,F2,68318
813,A1,B0,C11,D1,0,E1,F2,180000
814,A1,B0,C7,D1,100,E1,F2,108000
815,A2,,C11,D1,0,E1,F2,73900
816,A1,B0,C31,D1,100,E1,F0,87000
817,,B0,C9,D2,100,E2,F2,95000
818,A1,B0,C2,D1,0,E1,F0,73000
819,A2,B0,C9,D10,100,E9,F1,56536
820,A1,,C2,D29,100,E40,F0,33609
821,A0,B0,C2,D1,100,E1,F2,191475
822,A1,B0,C2,D6,100,E1,F2,31795
823,A0,B0,C9,D1,0,E1,F2,142200
824,,,C11,D1,100,E1,F2,170000
825,A0,B0,C2,D1,0,E1,F2,125000
826,A0,B0,C3,D1,100,E1,F2,142800
827,A0,B0,C4,D1,0,E1,F2,74178
828,A0,B0,C11,D1,100,E1,F2,200000
829,A0   ,B0,C9,D1,100,E1,F2,186000
830,A0,B0,C2,D1,100,E1,F2,240000
831,A0,B0,C11,D1,0,E1,F2,129000
832,A0,B0,C2,D1,0,E1,F2,145000
833,A0,B0,C4,D1,0,E1,F2,180000
834,A0,B0,C11,D1,100,E1,F2,141600
835,A0, B0   ,C2,D1,100,E1,F2,145000
836,A1,B0,C2,D68,100,E1,F1,48000
837,A1,B0,C18,D19,0,E49,F0,61989
838,A0,B0,C2,D1,100,E1,F2,191475
839,AO,B0,C11,D1,100,E1,F2,190000
840,A2,B0,C11,D1,100,E1, F2   ,61800
841,A0,B0,C9,D1,100,E1,F0,131300
842,A0,B0,C11,D1,0,E1,F2,120000
843,A0,B0,C11,D1,0,E1,F2,100706
844,A1,B0,C7,D1,0,E1,F2,165000
845,A0,B0,C15,D1,0,E1,F2,113000
846,A 0,B0,C11,D1,0,E1,F2,133300
847,A0,B0,C11,D1,0,E1,,115000
848,A0,B0,C2,D1,0,E1,F2,151800
849,A2,B3,C12,D56,50,E54,F1,28609
850,,B0,C2,D0,0,E0,F2,48289
851,A2,B0,C11,D1,0,E1,F2,160000
852,A0,B0,C2,D1,0,E1,F2,210000
853,A0,B0,C9,D62,100,E60,F1,120000
854,,B0,C11,D1,100,E1,F0,106000
855,A0,B0,C9,D3,0,E3,F2,174000
856,A0,B0,C9,D1,0,E1,F2,145000
857,A2,B0,C9,D1,0,E1,F2,189750
858,A2,B0,C18,D4,50,E4,F0,82528
859,A2,B0,C9,D4,100,E4,F0,35093
860,A0,B0,C4,D1,100,E1,F2,128875
861,A0,B0,C11,D1,0,E1,F2,63000
862,A0,B0,C11,D1,100,E1,F2,160000
863,A0,B0,C11,D1,100,E1,F2,220110
864,A0,B 0,C39,D1,100,E1,F1,190000
865,A0,B0,C7,D1,0,E1,F2,120000
866,A1,B0,C2,D12,50,E11,F1,42197
867,A   3,B0,C11,D1,0,E1,F2,265000
868,A0,,C11,D1,0,E1,F2,145000
869,A2,B0,C4,D1,100,E1,F2   ,50000
870,A1,B0,C7,D1,0,E1,F2,185700
871,A0,B0,C4,D1,100,E1,F2,99750
872,A1,B0,C26,D1,100,E1,F2,241000
873,A0,B0,C11,D1,0,E1,F2,240000
874,A3,B0,C18,D9,0,E8,F0,84053
875,A0,B0,C4,D1,0,E1,F2,85000
876,AO,B0,C9,D4,0,E4,F2,101228
877,A1,B0,C36,D6,100,E1,F0,200000
878,A0,B0,C11,D1,100,E1,F2,100000
879,A0, B0   ,C18,D1,0,E1,F2,149850
880,A0,B0,C2,D1,100,E1,F2,183000
881,A0,,C11,D1,0,E1,F2,198800
882,A1,B0,C2,D0,100,E0,F2,38776
883, A0   ,B0,C11,D1,100,E1,F2,217000
884,A 0,B0,C2,D1,0,E1,F2,317070
885,A0,B0,C11,D1,100,E1,F 2,93700
886,A0,B0,C9,D1,0,E1,F2,142200
887,A1,B0,C2,D7,0,E7, F0   ,65062
888,A0, B0   ,C4,D1,0,E1,F2,85700
889,A0,B0,C2,D1,100,E1,F2,175000
890,A 0,B 0,C2,D1,100,E1,F2,141525
891,A0,B0,C67,D1,0,E1,F2,175000
892,A0,,C11,D1,0,E1,F2   ,120000
893,A1,B0,C4,D1,0,E1,,216200
894,A0,B0,C4,D1,0,E1,F2,119000
895,A0,B0,C4,D1,100,E1,F2,75000
896,A0,B0,C6,D3,0,E3,F2   ,275000
897,A0,B0,C2,D1,100,E1,F2,245000
898,A0,B0,C18,D0,0,E0,F 2,253750
899,A1,B1,C1,D1,100,E1,F 1,30000
900,,B0,C9,D1,0,E1,F2,130000
901,A0,B0,C11,D1,0,E1,F2,129300
902,,B0,C4,D2,100,E2,F2,175000
903,A1,B0,C11,D1,100,E1,F2,90000
904,A0,B0,C2,D1,100,E1,F2,101570
905,A0,B0,C11,D0,100,E1,F2,193000
906,A0,B0,C71,D1,100,E1,F0,190000
907,A0,B0,C11,D1,100,E1,F2,106800
908,A0,B0,C2,D1,0,E1,F2,300240
909,A0,B0,C46,D1,100,E1,F2,120000
910,A0,B0,C2,D1,100,E1,F2,157750
911,A0,B0,C83,D2,50,E2,F0,117104
912,A1,B0,C4,D2,0,E2,F2,100000
913,A0,B0,C4,D1,100,E1,F 2,80000
914,A0,B0,C9,D1,0,E1,F2,172200
915,A1,B0,C9,D23,50,E21,F0,24823
916,A0,B0,C7,D1,100,E1,F2,138750
917, A1   ,B0,C2,D1,100,E1,F2,120000
918,A1   ,B0,C9,D34,0,E30,F1,50000
919,,B0,C2,D6,50,E6,F1,12888
920,A1,B0   ,C11,D1,0,E1,F 2,90000
921,A0,B0,C11,D1,0,E1,F2,185900
922,A0,B0,C2,D1,100,E1,F2,104890
923,A0,B0,C11,D1,0,E1,F 2,199000
924,A0,B0   ,C9,D1,0,E1, F2   ,90700
925,,B0,C11,D1,100,E1,F0,209100
926,A2,B0,C17,D38,0,E34,,6304
927,A0,B0,C7,D1,0,E1,,289800
928,A0,B0,C4,D1,0,E1, F2   ,70000
929,A0   ,B0,C4,D1,0,E1,F2,164000
930,A0,B0,C11,D1,100,E1,F2,140000
931, A1   ,B0,C2,D53,50,E52, F2   ,25000
932,A0,B0,C11,D1,0,E1,F2,70000
933,,B0,C17,D2,0,E2,F1,275000
934,A0,B0,C9,D3,50,E3,F0,94564
935,A2,B0,C18,D1,0,E1,F2,150000
936,A0,B0,C13,D1,0,E1,F2,72200
937,A0,B0,C57,D2,100,E2,F2,183600
938,A0,B0,C2,D1,100,E1,F2,185000
939,,B0,C4,D0,100,E0,,51508
940,A2,B0,C11,D1,0,E1,F2,135000
941,A0,B0,C26,D1,100,E1,,161342
942,A0,B0,C7,D1,100,E1,F2,231250
943,A1,B0,C9,D4,100,E4,F2,75344
944,A0,B0,C9,D12,100,E11,F2,115573
945,,B0,C2,D1,0,E1,F2,185900
946,A1,B0,C11,D77,50,E71,F0,28369
947,A1,B0,C2,D3,100,E3,F1,75648
948,A0,B0,C27,D1,0,E1,F2,199000
949,A0,B0,C27,D20,0,E17,F2,48000
950,,BO,C11,D4,100,E4,F2,55410
951,A1,B0,C27,D1,0,E1,F2,134000
952,A1,B0,C9,D1,100,E1,F2,175000
953,A2,B0,C2,D1,0,E1,F2,74540
954,A0,B0,C4,D1,100,E1,F2,125000
955,A1,B0,C9,D1,0,E1,F2,200000
956,A1,B0,C11,D4,100,E4,F0,115447
957,,B0,C4,D1,100,E1,F2,135000
958,,B0,C7,D1,0,E1,F2,180000
959,A0,B0,C2,D1,0,E1,F2,149076
960,A0,B0,C1,D1,0,E1,F2,150000
961,A0,B0,C4,D1,100,E1,F2,250000
962,A 2,B0,C27,D1,100,E1,F2,77300
963,A0,B0   ,C11,D1,0,E1,F 2,197000
964,A0,B0,C2,D1,0,E1,F2   ,210000
965,A0,B0,C46,D1,100,E1,,130000
966,A1,B0,C26,D1,0,E1,F2,70000
967,A0,B0,C11,D1,0,E1,F2,171250
968, A1   ,B0,C2,D1,0,E1,F2,225000
969, A1   ,B0,C9,D4,0,E4,F2,121523
970,A0,B0,C4,D1,100,E1,F2,140000
971,A1,B0,C45,D1,100,E1,F2,100000
972,A0,B0,C15,D2,100,E2,F2,192400
973,A0,BO,C46,D1,100,E1,F2,140000
974,A1,B0,C4,D1,0,E1,F2,128000
975,A0,B0,C11,D1,0,E1,F2,200000
976,A0,B0,C2,D1,0,E1,F2,105000
977,A0,,C11,D1,100,E1,F2,63000
978,A0,B0,C4,D1,100,E1,F2,115000
979,A0,B0,C2,D1,100,E1,F2,146000
980, A0   ,B0,C7,D1,0,E1,F2,135000
981,A0,B0,C3,D1,0,E1,F0   ,136000
982, A1   ,B0,C2,D1,100,E1,F2,97750
983,A0,,C57,D1,0,E1, F2   ,170000
984,A1,B0,C9,D1,0,E1,F2,130000
985,A0,B0,C11,D1,100,E1,F2,180000
986,A0,B0,C9,D1,100,E1,F2,150000
987,A0,B0,C11,D1,0,E1,F0,240500
988,A0,B0,C27,D1,0,E1,F2,100000
989,A0,B0,C18,D1,0,E1,F2,141288
990,A2,B0,C30,D54,100,E1,F0,105000
991,A3,B0,C7,D1,100,E1,F2,210000
992,A0,B0,C2,D1,0,E1,F2,186000
993,A0,B0,C4,D1,0,E1,F2,150000
994,A0,B0,C4,D1,100,E1,F2,120000
995,A0,B0,C2,D1,0,E1,F2,220000
996,A1,B0,C9,D1,100,E1,F2,180000
997,A2,B0,C11,D4,100,E4,F2,43096
998,A1,B0,C11,D1,0,E1,F2,125000
999,A0,B0,C11,D1,0,E1,F2,109000
1000,A1,B0,C9,D1,0,E1,F2,300000
1001,A2,,C18,D9,50,E8,F0,42000
1002,A0,B0,C4,D1,100,E1,F2,112900
1003,A0,,C11,D1,100,E1,F2,150000
1004,A1,B0,C34,D1,0,E1,F2,220000
1005,A0,B 0,C15,D1,100,E1,F2,190000
1006,A0,B0,C11,D1,0,E1,F2,175000
1007,A1,B0,C4,D1,0,E1,,150000
1008,A2,B0,C4,D1,100,E1,F2,95000
1009,A0,B 0,C9,D1,100,E1,F2,85000
1010,A0,B0,C26,D1,0,E1,F2,172200
1011,,BO,C49,D1,0,E1,F2,110000
1012,A0,B0,C11,D1,100,E1,F2,150000
1013,A1,B0,C4,D1,0,E1,F2,100000
1014,A2,B0,C29,D6,100,E6,F0,16228
1015,A1,B0,C11,D1,0,E1,F2,250000
1016,A0,B0,C11,D1,0,E1,F2,115000
1017,A3,B0,C2,D1,0,E1,F2,145000
1018,A0,B0,C6,D1,0,E1,F2,150000
1019,A0,B0,C4,D1,0,E1,F2,110000
1020,A0,B0,C61,D9,50,E8,F0,100000
1021,A0,B0,C15,D1,100,E1,F0,131300
1022,A0,B0,C40,D1,100,E1, F2   ,190000
1023,A0,B0,C2,D1,0,E1,F2,180000
1024,A0,,C11,D1,100,E1,F2,126000
1025,A0,B0,C11,D1,0,E1,F2,175000
1026,A1,,C2,D1,0,E1,F2,120000
1027,A1,B0,C4,D1,0,E1,F2,64500
1028,A0,B0,C4,D1,100,E1,F0,200000
1029,A0,B0,C4,D1,0,E1,F2,216200
1030,A0,,C4,D1,100,E1,F2,120000
1031,A0,B0,C4,D1,100,E1,F2,105000
1032,A0, B0   ,C6,D1,0,E1,F2,100000
1033,A1   ,B0,C26,D1,0,E1,F2,220000
1034,,B0,C18,D1,0,E1,F2,100000
1035,A0,B0,C11,D1,100,E1,F 2,230000
1036,A1,B0,C31,D6,50,E6,F0,18238
1037,A0,B0,C30,D1,0,E1,F2,110000
1038,A1,B0,C47,D4,0,E4,F2,72914
1039,A1,B0,C2,D1,0,E1,F2,145000
1040,A3,B0,C11,D1,0,E1,F2,200000
1041,A0,B0,C2,D1,0,E1,F2,82365
1042, A1   ,B0,C2,D4,50,E4,F0,116914
1043,A0,B0,C4,D1,0,E1,F2,137500
1044,A1,B0,C4,D1,0,E1,F2,130000
1045,A0,B0,C4,D1,0,E1,,100500
1046,A0,B0   ,C2,D1,0,E1,F2,129300
1047,A2,B0,C9,D1,0,E1,F1,108000
1048,A2, B0   ,C2,D3,50,E3,F1,62726
1049,,B0,C11,D1,0,E1,F2,24000
1050,A1,B0,C23,D4,100,E4,F2,57723
1051,A2,B0,C2,D1,100,E1,F2,71907
1052,A1,B0,C67,D51,100,E51,F2,5132
1053,A1,B0,C11,D1,0,E1,F2,95000
1054,A1,B0,C11,D1,0,E1,F2,145000
1055,AO,B0,C4,D0,0,E0,F2,50432
1056,A2,B0,C4,D1,100,E1,F0,150000
1057,A0,B0,C3,D1,0,E1,F0,136000
1058,A0,B0,C2,D1,100,E1,F2,185000
1059,A0,B0,C11,D1,0,E1,F2,167580
1060,A1,B0,C16,D1,0,E1,F2,130000
1061,A0,B0,C11,D1,0,E1,F2,130000
1062,A0,,C7,D1,100,E1,,122500
1063,A1,B0,C11,D1,100,E1,F2,160000
1064,,B0,C11,D4,100,E4,F2,61566
1065,A1,B0,C9,D1,0,E1,,175000
1066,A0,B0,C11,D1,0,E1,F2,75000
1067,A0,B0,C2,D1,0,E1,F2,150000
1068,A1,B0,C9,D64,50,E64,F1,74000
1069,A0,B0,C11,D1,0,E1,,100000
1070,A3,B0,C88,D6,50,E6,F0,76309
1071,A1,B0,C11,D1,0,E1,F2,120000
1072,A0,B0,C4,D1,100,E1,F2,112900
1073, A3   ,B0,C4,D1,100,E1,F2,130000
1074,A0,B0,C24,D12,50,E11,F1,53654
1075,A1,B0,C2,D6,0,E6,F1,9466
1076,A0,B0,C4,D1,0,E1,F2,135000
1077,A0,B0,C3,D1,100,E1,F2,212800
1078,A0,B0,C7,D1,0,E1,F2,197000
1079,A0,B0,C11,D1,100,E1,F2,150000
1080,A1,B0,C4,D4,100,E4,F2,43809
1081,A0,B0,C2,D1,0,E1,F2,180000
1082,A0,B0,C11,D1,100,E1,F2,172600
1083,A0,B0,C4,D1,100,E1,F2,150075
1084,,B0,C4,D1,0,E1,F2,95000
1085,A0,B0,C2,D2,0,E2,,120000
1086,A0,B0,C4,D1,0,E1,F2,130000
1087,A0,B0,C51,D1,0,E1,F2,85000
1088,A0,B0,C9,D1,100,E1,F0,200000
1089,A0,B0,C3,D1,100,E1,F2,164000
1090,A0,B0,C4,D1,100,E1,F2,100000
1091,A0,B0,C2,D1,100,E1,F2,136000
1092,A1,B0,C67,D29,100,E40,F1,44365
1093,A0,B0,C11,D1,100,E1,F2,194000
1094,A0   ,B0,C2,D1,0,E1,F2,203500
1095,A0,B0,C4,D1,0,E1,F2,110600
1096,A1,B 0,C9,D1,0,E1,,150000
1097,A0,B0,C2,D1,0,E1,F0,119300
1098,A0,B0,C9,D14,50,E12,F1,63040
1099,A0,B0,C11,D1,100,E1,F2,179305
1100,A0,B0,C7,D1,100,E1,F2,190000
1101,A0,BO,C11,D1,0,E1,F2,163800
1102,A0,B0,C18,D8,50,E24,F0,60757
1103,A0,,C7,D1,100,E1,F2,130000
1104,A0,B0,C11,D1,0,E1,F2,300000
1105,A0,B0,C11,D1,100,E1,F2,276000
1106,A0,B0,C6,D1,0,E1,F2,189110
1107,A0,B0,C7,D1,100,E1,F2,173000
1108,AO,B0,C11,D1,100,E1,F2,175000
